Brand Name,Grain Type,Price per Bag (Naira),City,Country,Customer Rating,Number of Reviews,Month Sold,Units Sold,Revenue,Is_Premium_Grain,Quarter Sold,Log_Units_Sold,Brand_City
Royal Stallion,Local,8714.44,Abuja,Nigeria,3,154,December,733,6387684.5200000005,0,Q4,6.598509028614515,Royal Stallion_Abuja
Royal Stallion,Basmati,12921.74,Accra,Ghana,1,159,October,245,3165826.3,1,Q4,5.5053315359323625,Royal Stallion_Accra
Caprice,Basmati,23576.5,Accra,Ghana,3,180,September,290,6837185.0,1,Q3,5.673323267171493,Caprice_Accra
Tommy Tasty,Basmati,15292.6,Abuja,Nigeria,3,274,April,487,7447496.2,1,Q2,6.1903154058531475,Tommy Tasty_Abuja
Royal Stallion,Long Grain,16492.745,Accra,Ghana,5,3,November,680,11215066.6,0,Q4,6.523562306149512,Royal Stallion_Accra
Sunshine,Long Grain,23456.7,Lagos,Nigeria,3,198,September,930,21814731.0,0,Q3,6.836259277277067,Sunshine_Lagos
Royal Stallion,Local,16093.36,Kumasi,Ghana,3,71,February,692,11136605.120000001,0,Q1,6.541029999189903,Royal Stallion_Kumasi
Tommy Tasty,Long Grain,16824.057647058824,Accra,Ghana,5,175,May,244,4105070.065882353,0,Q2,5.501258210544727,Tommy Tasty_Accra
Caprice,Long Grain,16574.30794117647,Accra,Ghana,5,145,December,801,13276020.660882352,0,Q4,6.687108607866515,Caprice_Accra
Sunshine,Long Grain,22656.19,Lagos,Nigeria,1,99,September,430,9742161.7,0,Q3,6.066108090103747,Sunshine_Lagos
Uncle Sam,Local,18500.64,Abuja,Nigeria,1,43,October,470,8695300.799999999,0,Q4,6.154858094016418,Uncle Sam_Abuja
Tommy Tasty,Basmati,9828.74,Kumasi,Ghana,4,15,March,188,1847803.1199999999,1,Q1,5.241747015059643,Tommy Tasty_Kumasi
Golden Harvest,Basmati,21505.41,Kumasi,Ghana,5,166,January,410,8817218.1,1,Q1,6.018593214496234,Golden Harvest_Kumasi
Uncle Sam,Local,12962.22,Kumasi,Ghana,5,69,October,592,7673634.239999999,0,Q4,6.385194398997726,Uncle Sam_Kumasi
Golden Harvest,Long Grain,18464.29,Accra,Ghana,4,121,August,230,4246786.7,0,Q3,5.442417710521793,Golden Harvest_Accra
Royal Stallion,Long Grain,24017.8,Abuja,Nigeria,2,241,August,737,17701118.599999998,0,Q3,6.6039438246004725,Royal Stallion_Abuja
King's Pride,Local,15403.01,Kumasi,Ghana,4,112,March,861,13261991.61,0,Q1,6.759255270663693,King's Pride_Kumasi
Sunshine,Long Grain,17524.202083333334,Accra,Ghana,2,203,April,970,16998476.020833332,0,Q2,6.878326468291325,Sunshine_Accra
Golden Harvest,Long Grain,11753.88,Abuja,Nigeria,5,184,December,734,8627347.92,0,Q4,6.5998704992128365,Golden Harvest_Abuja
Golden Harvest,Long Grain,10169.21,Accra,Ghana,5,217,August,801,8145537.209999999,0,Q3,6.687108607866515,Golden Harvest_Accra
Tommy Tasty,Long Grain,16287.06,Lagos,Nigeria,3,217,June,343,5586461.58,0,Q2,5.840641657373398,Tommy Tasty_Lagos
Uncle Sam,Basmati,19404.99,Kumasi,Ghana,4,33,October,154,2988368.4600000004,1,Q4,5.043425116919247,Uncle Sam_Kumasi
King's Pride,Long Grain,17393.26,Abuja,Nigeria,1,83,February,534,9288000.84,0,Q1,6.282266746896006,King's Pride_Abuja
Sunshine,Basmati,22997.7,Abuja,Nigeria,2,290,December,372,8555144.4,1,Q4,5.921578419643816,Sunshine_Abuja
Uncle Sam,Basmati,21711.67,Kumasi,Ghana,2,17,June,372,8076741.239999999,1,Q2,5.921578419643816,Uncle Sam_Kumasi
King's Pride,Local,16309.178125,Accra,Ghana,1,205,January,326,5316792.068750001,0,Q1,5.7899601708972535,King's Pride_Accra
Caprice,Long Grain,16574.30794117647,Accra,Ghana,3,269,May,140,2320403.1117647057,0,Q2,4.948759890378168,Caprice_Accra
Uncle Sam,Long Grain,16190.267368421053,Accra,Ghana,5,143,October,847,13713156.461052632,0,Q4,6.742880635791903,Uncle Sam_Accra
Uncle Sam,Local,16910.46,Kumasi,Ghana,3,274,September,276,4667286.96,0,Q3,5.6240175061873385,Uncle Sam_Kumasi
Golden Harvest,Basmati,12843.04,Accra,Ghana,5,180,March,694,8913069.76,1,Q1,6.543911845564792,Golden Harvest_Accra
King's Pride,Local,15141.85,Lagos,Nigeria,2,95,January,993,15035857.05,0,Q1,6.901737206656574,King's Pride_Lagos
King's Pride,Local,10363.52,Kumasi,Ghana,1,128,March,828,8580994.56,0,Q1,6.720220155135295,King's Pride_Kumasi
Golden Harvest,Basmati,14404.19,Lagos,Nigeria,5,62,January,348,5012658.12,1,Q1,5.855071922202427,Golden Harvest_Lagos
Caprice,Basmati,16953.15,Abuja,Nigeria,5,280,November,748,12680956.200000001,1,Q4,6.618738983517219,Caprice_Abuja
Mama Gold,Long Grain,9573.3,Lagos,Nigeria,5,151,April,972,9305247.6,0,Q2,6.880384082186005,Mama Gold_Lagos
Sunshine,Local,9898.98,Lagos,Nigeria,5,45,September,709,7018376.819999999,0,Q3,6.565264970035361,Sunshine_Lagos
Mama Gold,Local,23650.98,Abuja,Nigeria,2,292,August,380,8987372.4,0,Q3,5.942799375126701,Mama Gold_Abuja
Mama Gold,Long Grain,12448.48,Abuja,Nigeria,3,260,March,982,12224407.36,0,Q1,6.890609120147166,Mama Gold_Abuja
Uncle Sam,Basmati,8443.55,Kumasi,Ghana,2,127,July,59,498169.44999999995,1,Q3,4.0943445622221,Uncle Sam_Kumasi
Uncle Sam,Long Grain,23711.13,Accra,Ghana,5,274,September,576,13657610.88,0,Q3,6.3578422665081,Uncle Sam_Accra
Caprice,Basmati,15154.67,Lagos,Nigeria,5,127,January,613,9289812.71,1,Q1,6.419994928147142,Caprice_Lagos
Sunshine,Long Grain,12307.14,Abuja,Nigeria,5,184,June,289,3556763.46,0,Q2,5.66988092298052,Sunshine_Abuja
Caprice,Local,13120.64,Kumasi,Ghana,5,147,June,495,6494716.8,0,Q2,6.206575926724928,Caprice_Kumasi
Sunshine,Long Grain,22401.43,Lagos,Nigeria,2,8,February,920,20609315.6,0,Q1,6.825460036255307,Sunshine_Lagos
Golden Harvest,Local,12480.96,Abuja,Nigeria,4,229,February,935,11669697.6,0,Q1,6.8416154764775925,Golden Harvest_Abuja
Royal Stallion,Local,10921.13,Abuja,Nigeria,3,172,November,208,2271595.04,0,Q4,5.342334251964811,Royal Stallion_Abuja
Royal Stallion,Long Grain,10731.29,Kumasi,Ghana,2,107,May,846,9078671.34,0,Q2,6.741700694652055,Royal Stallion_Kumasi
Tommy Tasty,Basmati,16835.05,Accra,Ghana,5,180,March,84,1414144.2,1,Q1,4.442651256490317,Tommy Tasty_Accra
Mama Gold,Local,11134.21,Lagos,Nigeria,2,259,October,933,10388217.93,0,Q4,6.839476438228843,Mama Gold_Lagos
Golden Harvest,Local,20350.96,Kumasi,Ghana,1,118,January,357,7265292.72,0,Q1,5.8805329864007,Golden Harvest_Kumasi
Mama Gold,Long Grain,19921.52,Accra,Ghana,5,226,April,599,11932990.48,0,Q2,6.396929655216146,Mama Gold_Accra
Uncle Sam,Basmati,8966.62,Kumasi,Ghana,2,126,January,564,5057173.680000001,1,Q1,6.336825731146441,Uncle Sam_Kumasi
Golden Harvest,Local,8550.2,Lagos,Nigeria,1,223,November,626,5352425.2,0,Q4,6.440946540632921,Golden Harvest_Lagos
Sunshine,Local,13356.87,Abuja,Nigeria,1,161,October,183,2444307.21,0,Q4,5.214935757608986,Sunshine_Abuja
Golden Harvest,Basmati,10529.58,Lagos,Nigeria,1,298,September,848,8929083.84,1,Q3,6.744059186311348,Golden Harvest_Lagos
Royal Stallion,Local,10668.33,Abuja,Nigeria,2,98,January,469,5003446.77,0,Q1,6.152732694704104,Royal Stallion_Abuja
Sunshine,Basmati,12612.78,Abuja,Nigeria,3,161,December,573,7227122.94,1,Q4,6.352629396319567,Sunshine_Abuja
Royal Stallion,Basmati,8342.06,Abuja,Nigeria,2,84,August,265,2210645.9,1,Q3,5.583496308781699,Royal Stallion_Abuja
Royal Stallion,Long Grain,11273.56,Kumasi,Ghana,1,151,October,358,4035934.48,0,Q4,5.883322388488279,Royal Stallion_Kumasi
King's Pride,Basmati,11040.96,Lagos,Nigeria,5,214,March,493,5443193.279999999,1,Q1,6.202535517187923,King's Pride_Lagos
King's Pride,Long Grain,14103.41,Kumasi,Ghana,5,209,April,163,2298855.83,0,Q2,5.099866427824199,King's Pride_Kumasi
Tommy Tasty,Basmati,12565.88,Abuja,Nigeria,4,186,October,834,10479943.92,1,Q4,6.727431724850855,Tommy Tasty_Abuja
Caprice,Long Grain,20967.85,Kumasi,Ghana,4,250,August,696,14593623.6,0,Q3,6.546785410760524,Caprice_Kumasi
Uncle Sam,Basmati,10886.86,Kumasi,Ghana,1,83,December,83,903609.38,1,Q4,4.430816798843313,Uncle Sam_Kumasi
Golden Harvest,Local,13153.35,Abuja,Nigeria,1,155,August,812,10680520.200000001,0,Q3,6.70073110954781,Golden Harvest_Abuja
Royal Stallion,Long Grain,21581.31,Lagos,Nigeria,2,194,December,500,10790655.0,0,Q4,6.2166061010848646,Royal Stallion_Lagos
Sunshine,Local,8714.25,Kumasi,Ghana,3,96,May,810,7058542.5,0,Q2,6.698268054115413,Sunshine_Kumasi
Mama Gold,Basmati,12425.85,Kumasi,Ghana,2,41,August,819,10176771.15,1,Q3,6.709304340258299,Mama Gold_Kumasi
Golden Harvest,Local,17049.77,Kumasi,Ghana,1,193,July,378,6444813.0600000005,0,Q3,5.937536205082426,Golden Harvest_Kumasi
Sunshine,Basmati,22371.03,Accra,Ghana,5,43,March,944,21118252.32,1,Q1,6.851184927493743,Sunshine_Accra
Mama Gold,Local,12377.46,Accra,Ghana,3,232,May,54,668382.84,0,Q2,4.007333185232471,Mama Gold_Accra
Royal Stallion,Local,8035.85,Lagos,Nigeria,3,87,March,662,5319732.7,0,Q1,6.4967749901858625,Royal Stallion_Lagos
Royal Stallion,Long Grain,18633.31,Lagos,Nigeria,5,14,August,397,7397424.07,0,Q3,5.986452005284438,Royal Stallion_Lagos
Caprice,Long Grain,21846.37,Lagos,Nigeria,5,56,December,155,3386187.3499999996,0,Q4,5.049856007249537,Caprice_Lagos
Sunshine,Local,16186.44,Accra,Ghana,3,268,May,837,13548050.280000001,0,Q2,6.731018100482083,Sunshine_Accra
Tommy Tasty,Basmati,13244.57,Lagos,Nigeria,4,256,December,162,2145620.34,1,Q4,5.093750200806762,Tommy Tasty_Lagos
Uncle Sam,Long Grain,14948.98,Lagos,Nigeria,1,160,November,220,3288775.6,0,Q4,5.3981627015177525,Uncle Sam_Lagos
Mama Gold,Local,21919.76,Abuja,Nigeria,2,211,April,955,20933370.799999997,0,Q2,6.862757913051401,Mama Gold_Abuja
Royal Stallion,Long Grain,12797.32,Abuja,Nigeria,4,245,February,327,4184723.64,0,Q1,5.793013608384144,Royal Stallion_Abuja
King's Pride,Basmati,18339.59,Abuja,Nigeria,4,2,October,875,16047141.25,1,Q4,6.775366090936392,King's Pride_Abuja
Caprice,Local,9812.07,Kumasi,Ghana,2,290,April,564,5534007.4799999995,0,Q2,6.336825731146441,Caprice_Kumasi
Caprice,Long Grain,16504.39,Abuja,Nigeria,5,143,October,889,14672402.709999999,0,Q4,6.7912214627261855,Caprice_Abuja
Mama Gold,Long Grain,17456.29,Lagos,Nigeria,1,178,February,949,16566019.21,0,Q1,6.856461984594587,Mama Gold_Lagos
Tommy Tasty,Local,15059.86,Kumasi,Ghana,4,85,May,851,12815940.860000001,0,Q2,6.747586526829315,Tommy Tasty_Kumasi
Tommy Tasty,Basmati,15950.42,Lagos,Nigeria,1,277,November,261,4163059.62,1,Q4,5.568344503761097,Tommy Tasty_Lagos
Caprice,Local,22249.78,Lagos,Nigeria,1,299,September,537,11948131.86,0,Q3,6.2878585601617845,Caprice_Lagos
Tommy Tasty,Long Grain,17356.71,Abuja,Nigeria,2,35,November,915,15881389.649999999,0,Q4,6.82001636467413,Tommy Tasty_Abuja
Mama Gold,Long Grain,11382.35,Abuja,Nigeria,3,59,August,78,887823.3,0,Q3,4.3694478524670215,Mama Gold_Abuja
Royal Stallion,Long Grain,15036.55,Abuja,Nigeria,1,109,August,567,8525723.85,0,Q3,6.342121418721152,Royal Stallion_Abuja
Caprice,Long Grain,15545.97,Accra,Ghana,2,279,June,136,2114251.92,0,Q2,4.919980925828125,Caprice_Accra
Mama Gold,Basmati,18231.99,Abuja,Nigeria,1,238,November,279,5086725.210000001,1,Q4,5.634789603169249,Mama Gold_Abuja
King's Pride,Local,16309.178125,Accra,Ghana,2,164,February,125,2038647.265625,0,Q1,4.836281906951478,King's Pride_Accra
Tommy Tasty,Long Grain,8805.99,Accra,Ghana,2,110,April,370,3258216.3,0,Q2,5.916202062607435,Tommy Tasty_Accra
Tommy Tasty,Local,18506.795,Accra,Ghana,4,268,May,147,2720498.8649999998,0,Q2,4.997212273764115,Tommy Tasty_Accra
Caprice,Long Grain,12358.46,Lagos,Nigeria,5,221,March,279,3448010.34,0,Q1,5.634789603169249,Caprice_Lagos
Golden Harvest,Long Grain,9974.03,Kumasi,Ghana,4,63,August,477,4757612.3100000005,0,Q3,6.169610732491456,Golden Harvest_Kumasi
Sunshine,Long Grain,19980.55,Abuja,Nigeria,3,243,December,150,2997082.5,0,Q4,5.017279836814924,Sunshine_Abuja
King's Pride,Basmati,15441.346666666666,Accra,Ghana,3,185,February,129,1991933.72,1,Q1,4.867534450455582,King's Pride_Accra
Sunshine,Local,9992.16,Accra,Ghana,2,286,April,877,8763124.32,0,Q2,6.777646593635117,Sunshine_Accra
Golden Harvest,Long Grain,8074.12,Abuja,Nigeria,2,70,November,776,6265517.12,0,Q4,6.655440350367647,Golden Harvest_Abuja
King's Pride,Long Grain,17590.94,Abuja,Nigeria,2,226,March,274,4819917.56,0,Q1,5.616771097666572,King's Pride_Abuja
King's Pride,Local,17688.26,Kumasi,Ghana,4,236,December,873,15441850.979999999,0,Q4,6.773080375655535,King's Pride_Kumasi
Caprice,Basmati,16136.65,Accra,Ghana,4,288,May,813,13119096.45,1,Q2,6.70196036600254,Caprice_Accra
Mama Gold,Long Grain,8630.75,Abuja,Nigeria,1,173,November,425,3668068.75,0,Q4,6.054439346269371,Mama Gold_Abuja
Tommy Tasty,Basmati,19463.38,Accra,Ghana,2,250,March,923,17964699.740000002,1,Q1,6.828712071641684,Tommy Tasty_Accra
Mama Gold,Local,19195.26,Abuja,Nigeria,5,90,June,899,17256538.74,0,Q2,6.802394763324311,Mama Gold_Abuja
Mama Gold,Basmati,14071.42,Accra,Ghana,2,130,May,288,4052568.96,1,Q2,5.666426688112432,Mama Gold_Accra
Sunshine,Basmati,10515.09,Kumasi,Ghana,1,257,October,376,3953673.84,1,Q4,5.932245187448011,Sunshine_Kumasi
Uncle Sam,Long Grain,13518.69,Abuja,Nigeria,1,185,August,383,5177658.2700000005,0,Q3,5.950642552587727,Uncle Sam_Abuja
Caprice,Long Grain,16531.62,Lagos,Nigeria,2,22,October,937,15490127.94,0,Q4,6.843749949006225,Caprice_Lagos
Caprice,Long Grain,24524.4,Abuja,Nigeria,5,64,September,130,3188172.0,0,Q3,4.875197323201151,Caprice_Abuja
Uncle Sam,Basmati,24267.05,Kumasi,Ghana,2,185,January,145,3518722.25,1,Q1,4.983606621708336,Uncle Sam_Kumasi
Royal Stallion,Basmati,18184.41,Abuja,Nigeria,3,142,April,635,11547100.35,1,Q2,6.455198563340122,Royal Stallion_Abuja
Caprice,Long Grain,24411.65,Kumasi,Ghana,3,177,May,901,21994896.650000002,0,Q2,6.804614520062624,Caprice_Kumasi
Sunshine,Long Grain,23848.99,Kumasi,Ghana,4,89,October,750,17886742.5,0,Q4,6.621405651764134,Sunshine_Kumasi
Golden Harvest,Local,23796.3,Abuja,Nigeria,3,219,March,663,15776946.9,0,Q1,6.498282149476434,Golden Harvest_Abuja
Mama Gold,Local,16737.46,Kumasi,Ghana,1,201,September,873,14611802.58,0,Q3,6.773080375655535,Mama Gold_Kumasi
Royal Stallion,Basmati,21593.93,Accra,Ghana,2,71,May,960,20730172.8,1,Q2,6.8679744089702925,Royal Stallion_Accra
Royal Stallion,Long Grain,24967.08,Lagos,Nigeria,1,258,January,635,15854095.8,0,Q1,6.455198563340122,Royal Stallion_Lagos
Tommy Tasty,Basmati,12494.78,Lagos,Nigeria,2,207,June,441,5510197.98,1,Q2,6.091309882077698,Tommy Tasty_Lagos
Sunshine,Long Grain,23603.06,Abuja,Nigeria,3,178,May,576,13595362.56,0,Q2,6.3578422665081,Sunshine_Abuja
Sunshine,Basmati,17192.27,Lagos,Nigeria,5,8,March,495,8510173.65,1,Q1,6.206575926724928,Sunshine_Lagos
Caprice,Basmati,18875.26,Accra,Ghana,2,123,December,562,10607896.12,1,Q4,6.333279628139691,Caprice_Accra
Tommy Tasty,Long Grain,20019.3,Abuja,Nigeria,5,289,October,81,1621563.3,0,Q4,4.406719247264253,Tommy Tasty_Abuja
Mama Gold,Local,8088.36,Lagos,Nigeria,4,33,September,69,558096.84,0,Q3,4.248495242049359,Mama Gold_Lagos
King's Pride,Local,12205.44,Abuja,Nigeria,5,96,June,358,4369547.5200000005,0,Q2,5.883322388488279,King's Pride_Abuja
Royal Stallion,Local,19565.03,Accra,Ghana,3,275,November,557,10897721.709999999,0,Q4,6.324358962381311,Royal Stallion_Accra
Mama Gold,Basmati,19560.04,Kumasi,Ghana,5,290,December,168,3286086.72,1,Q4,5.1298987149230735,Mama Gold_Kumasi
King's Pride,Basmati,14803.32,Abuja,Nigeria,3,196,July,429,6350624.28,1,Q3,6.063785208687608,King's Pride_Abuja
King's Pride,Basmati,13181.75,Kumasi,Ghana,3,182,December,184,2425442.0,1,Q4,5.220355825078325,King's Pride_Kumasi
Caprice,Local,13724.85,Accra,Ghana,5,87,December,689,9456421.65,0,Q4,6.536691597591305,Caprice_Accra
Mama Gold,Basmati,14711.76,Accra,Ghana,3,4,June,218,3207163.68,1,Q2,5.389071729816501,Mama Gold_Accra
Caprice,Long Grain,16464.49,Accra,Ghana,3,222,November,606,9977480.940000001,0,Q4,6.408528791059498,Caprice_Accra
Mama Gold,Basmati,10019.74,Abuja,Nigeria,3,136,January,664,6653107.359999999,1,Q1,6.499787040655854,Mama Gold_Abuja
Tommy Tasty,Long Grain,22800.78,Accra,Ghana,2,82,March,419,9553526.82,0,Q1,6.040254711277414,Tommy Tasty_Accra
Caprice,Long Grain,21960.7,Lagos,Nigeria,2,175,August,569,12495638.3,0,Q3,6.345636360828596,Caprice_Lagos
Mama Gold,Long Grain,8671.36,Kumasi,Ghana,2,228,July,828,7179886.08,0,Q3,6.720220155135295,Mama Gold_Kumasi
King's Pride,Local,22596.28,Lagos,Nigeria,5,207,December,283,6394747.239999999,0,Q4,5.648974238161206,King's Pride_Lagos
Caprice,Basmati,16900.06153846154,Accra,Ghana,5,235,April,982,16595860.430769233,1,Q2,6.890609120147166,Caprice_Accra
Mama Gold,Basmati,18413.4,Abuja,Nigeria,3,2,September,664,12226497.600000001,1,Q3,6.499787040655854,Mama Gold_Abuja
Mama Gold,Local,18941.78,Abuja,Nigeria,3,175,April,608,11516602.239999998,0,Q2,6.411818267709897,Mama Gold_Abuja
Caprice,Local,19046.68,Lagos,Nigeria,5,283,June,71,1352314.28,0,Q2,4.276666119016055,Caprice_Lagos
Sunshine,Basmati,15927.38,Kumasi,Ghana,4,89,October,667,10623562.459999999,1,Q4,6.504288173536645,Sunshine_Kumasi
Sunshine,Basmati,20125.67,Lagos,Nigeria,2,138,January,593,11934522.309999999,1,Q1,6.386879319362645,Sunshine_Lagos
Tommy Tasty,Basmati,15689.978260869566,Accra,Ghana,5,234,January,475,7452739.673913044,1,Q1,6.16541785423142,Tommy Tasty_Accra
Caprice,Long Grain,23101.04,Kumasi,Ghana,3,166,March,88,2032891.52,0,Q1,4.48863636973214,Caprice_Kumasi
Royal Stallion,Long Grain,10028.67,Lagos,Nigeria,5,258,February,733,7351015.11,0,Q1,6.598509028614515,Royal Stallion_Lagos
Royal Stallion,Local,9695.77,Lagos,Nigeria,3,103,October,312,3025080.24,0,Q4,5.746203190540153,Royal Stallion_Lagos
Uncle Sam,Local,23721.15,Lagos,Nigeria,5,84,July,415,9844277.25,0,Q3,6.030685260261263,Uncle Sam_Lagos
